,Address,Price,Bed,Bath,SQFT,Description,latitude,longitude,Listing URL,Picture,Street,City,State,Zip Code
193,"10620 Desert Willow Loop, Austin, TX 78748","$2,395/mo",3 beds,2 baths,"1,634 sq ft","Move-in ready 3 bedroom, 1.5 bath South Austin home! The home sits on a nice sized lot with plenty of shaded backyard outdoor space, 2 spacious living areas, beautiful kitchen with butcher block count",30.1464662,-97.8044592,https://www.redfin.com/TX/Austin/10620-Desert-Willow-Loop-78748/home/31153121,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,10620 Desert Willow Loop, Austin,TX,78748
194,"6808 Glen Ridge Dr, Austin, TX 78731","$3,600/mo",3 beds,2 baths,"1,888 sq ft","FURNISHED home nestled in Barton Creek's prestigious, gated Verano community, this custom-built luxury home offers an unparalleled living experience. Designed by Bob Wetmore of Cornerstone Architects ",30.3572367,-97.7671026,https://www.redfin.com/TX/Austin/6808-Glen-Ridge-Dr-78731/home/31277547,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,6808 Glen Ridge Dr, Austin,TX,78731
195,"5012 Baker St, Austin, TX 78721","$3,500/mo",4 beds,3 baths,"2,304 sq ft","Welcome to this perfectly located and comfortable home, located in the serene Apache Shores subdivision, a sought-after neighborhood just outside Austin, Texas. This beautifully maintained one-story 3",30.28284,-97.6783177,https://www.redfin.com/TX/Austin/5012-Baker-St-78721/home/31167374,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,5012 Baker St, Austin,TX,78721
196,"6609 Plains Crest Dr, Del Valle, TX 78617","$2,045/mo",4 beds,3 baths,— sq ft,"Welcome to your dream home in the prestigious Falconhead West neighborhood! This spacious 3777 square foot house offers 4 bedrooms and 3.5 bathrooms, perfect for families or those who love to entertai",30.1624616,-97.6363897,https://www.redfin.com/TX/Del-Valle/6609-Plains-Crest-Dr-78617/home/31156863,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,6609 Plains Crest Dr, Del Valle,TX,78617
197,"5608 Grover Ave, Austin, TX 78756","$3,495/mo",3 beds,2.5 baths,"2,138 sq ft","Available now, Preferred tenants should have at least 12k monthly income and credit scores above 670. When applying, need to submit copies of the driver's license, and proof of income (tax return, pay",30.3277182,-97.7314668,https://www.redfin.com/TX/Austin/5608-Grover-Ave-78756/home/31156928,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,5608 Grover Ave, Austin,TX,78756
198,"11905 Gaelic Dr, Austin, TX 78754","$2,099/mo",3 beds,2 baths,"1,442 sq ft","Spacious one story ranch home in a walkable know your neighbor neighborhood.  Recent updates include wood look tile in all bedrooms, updated bathrooms with quartz countertops and modern fixtures.  Eat",30.3593897,-97.6158979,https://www.redfin.com/TX/Austin/11905-Gaelic-Dr-78754/home/31157128,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,11905 Gaelic Dr, Austin,TX,78754
199,"509 Seminole Dr, Austin, TX 78745","$2,100/mo",3 beds,1.5 baths,"1,350 sq ft","Discover this stunning two-story residence with contemporary design and an airy, open floor plan. This home features 4 bedrooms and 3 full baths, offering ample space for comfortable living. Laminate ",30.2097107,-97.7646116,https://www.redfin.com/TX/Austin/509-Seminole-Dr-78745/home/31736594,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,509 Seminole Dr, Austin,TX,78745
200,"3817 Verano Dr, Austin, TX 78735","$25,000/mo",4 beds,4.5 baths,"6,742 sq ft","This home offers ample space for comfortable living with an open living room and kitchen area on the first floor that floods the space with natural light. Additionally, there is an open space to be us",30.2832784,-97.8840231,https://www.redfin.com/TX/Austin/3817-Verano-Dr-78735/home/31159745,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,3817 Verano Dr, Austin,TX,78735
201,"14808 Foy Dr, Austin, TX 78734","$2,600/mo",3 beds,2 baths,"1,554 sq ft","Excellent location with Enclave of newer homes in the East side. Great space with bright and open Floor plan and tons of natural light! Super high ceilings, large picture windows, tile flooring throug",30.3703466,-97.9370356,https://www.redfin.com/TX/Austin/14808-Foy-Dr-78734/home/31292606,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,14808 Foy Dr, Austin,TX,78734
202,"4641 Mont Blanc Dr, Bee Cave, TX 78738","$4,099/mo",4 beds,3.5 baths,"3,777 sq ft",**House is FURNISHED (non-negotiable).** Check out this one-story home on a corner lot in the original section of Mueller! 3 bedrooms/ 3 full bathrooms and 2-car garage! Half a block from Ella Wooten ,30.3232496,-97.9889329,https://www.redfin.com/TX/Bee-Cave/4641-Mont-Blanc-Dr-78738/home/31161582,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,4641 Mont Blanc Dr, Bee Cave,TX,78738
203,"1138 Northwestern Ave, Austin, TX 78702","$3,600/mo",4 beds,2 baths,"1,394 sq ft","Recently updated with new laminate flooring in upstairs bedrooms, upgraded light fixtures and recessed lighting, ceiling fans with remotes, and freshly painted inside makes this feel like a brand new ",30.2691707,-97.7164611,https://www.redfin.com/TX/Austin/1138-Northwestern-Ave-78702/home/31373953,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,1138 Northwestern Ave, Austin,TX,78702
204,"4513 Mont Blanc Dr, Bee Cave, TX 78738","$3,300/mo",4 beds,3.5 baths,"3,809 sq ft","Beautifully updated 3 bed, 2 bath Crestview Station home with upgrades galore! Enjoy hardwood flooring, floor-to-ceiling cabinets in the kitchen, high ceilings, and very open floor plan. Located just ",30.3219728,-97.9851477,https://www.redfin.com/TX/Bee-Cave/4513-Mont-Blanc-Dr-78738/home/31161691,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,4513 Mont Blanc Dr, Bee Cave,TX,78738
205,"5513 Nelson Oaks Dr, Austin, TX 78724","$2,250/mo",3 beds,2 baths,"1,509 sq ft",Available August 2024. This 2014 newly constructed home is a 6 bed / 3 bath located just north of The University of Texas at Austin and directly across from the UT Red River Shuttle. The unbelievable ,30.2797961,-97.6297081,https://www.redfin.com/TX/Austin/5513-Nelson-Oaks-Dr-78724/home/31165890,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,5513 Nelson Oaks Dr, Austin,TX,78724
206,"9004 Berryline Cv, Austin, TX 78724","$2,500/mo",4 beds,3 baths,"2,088 sq ft","This delightful 4-bedroom, 2.5-bathroom home is now available for lease! Located in the cul-de-sac of a friendly neighborhood, this home offers modern comforts, ample living space, and convenient acce",30.2799636,-97.6279649,https://www.redfin.com/TX/Austin/9004-Berryline-Cv-78724/home/31166104,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,9004 Berryline Cv, Austin,TX,78724
207,"11217 Jockey Bluff Dr, Austin, TX 78748","$2,800/mo",4 beds,2.5 baths,"2,901 sq ft","Spacious 4 Bedroom, 3.5 Bathroom Home Is Loaded With Upgrades~Open Floorplan Features A Spacious Kitchen With A Gas Cooktop, Built In Oven & Microwave & Tons Of Storage; Downstairs Primary Bedroom Wit",30.1452493,-97.8111577,https://www.redfin.com/TX/Austin/11217-Jockey-Bluff-Dr-78748/home/31991881,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,11217 Jockey Bluff Dr, Austin,TX,78748
208,"5008 Baker St, Austin, TX 78721","$3,450/mo",3 beds,2.5 baths,"2,276 sq ft",****PRELEASE FOR FALL '24*****One bedroom/one bathroom for rent in North Campus. tile flooring throughout the home! Breakfast bar in the kitchen. Built-in bookshelves & extra storage. Shared backyard!,30.2829726,-97.678656,https://www.redfin.com/TX/Austin/5008-Baker-St-78721/home/31167379,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,5008 Baker St, Austin,TX,78721
209,"2109 Emma Long St, Austin, TX 78723","$4,100/mo",3 beds,3 baths,"1,720 sq ft","This stunning 4-bedroom, 3.5-bathroom home is located in the picturesque Milwood community, just a stone's throw from the Domain and the new Apple campus. It boasts expansive media and game rooms, abu",30.2919903,-97.7016838,https://www.redfin.com/TX/Austin/2109-Emma-Long-St-78723/home/31167539,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.0_1.jpg,2109 Emma Long St, Austin,TX,78723
210,"5908 Chantsong Ct, Austin, TX 78724","$2,295/mo",4 beds,3 baths,"2,088 sq ft",Former Model Home located next to the community park. This home has a large backyard. The Lakes of Northtown neighborhood is a well-maintained neighborhood with 2 artificial lakes. This is a pocket co,30.2828448,-97.6272089,https://www.redfin.com/TX/Austin/5908-Chantsong-Ct-78724/home/31167595,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.1_1.jpg,5908 Chantsong Ct, Austin,TX,78724
211,"7518 Pantherpaw St, Austin, TX 78757","$3,250/mo",3 beds,2.5 baths,"1,495 sq ft","Rare opportunity, Hill Country home with huge forested back yard! Price reduced! This home features soaring ceilings, an enormous walk-in attic, open floor plan that lets in plenty of natural light, z",30.3441265,-97.7195423,https://www.redfin.com/TX/Austin/7518-Pantherpaw-St-78757/home/105536274,https://ssl.cdn-redfin.com/photo/rent/d7c8427d-2e6b-4377-ae4c-a95377228b47/islphoto/genIsl.39_1.jpg,7518 Pantherpaw St, Austin,TX,78757
212,"4527 Depew Ave, Austin, TX 78751","$3,900/mo",6 beds,3 baths,"2,379 sq ft","Mid-century modern home with 4 bedrooms, 3 full baths and rare 2 master suites that is a short bike ride away from The Domain, FC stadium, major employers and Uptown ATX (coming soon). More than 1900 ",30.3055252,-97.7176475,https://www.redfin.com/TX/Austin/4527-Depew-Ave-78751/home/31168883,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,4527 Depew Ave, Austin,TX,78751
213,"12008 Gaelic Dr, Austin, TX 78754","$2,250/mo",4 beds,2.5 baths,"2,272 sq ft","One of a kind, modern, one-story hidden gem is nestled within the exclusive Techridge community in the North Austin area. The interior design team set forth a goal to offer a rare blend of modern soph",30.3615743,-97.6152883,https://www.redfin.com/TX/Austin/12008-Gaelic-Dr-78754/home/31170238,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,12008 Gaelic Dr, Austin,TX,78754
214,"12522 Enchanted Forest Dr, Austin, TX 78727","$2,950/mo",4 beds,3.5 baths,"2,932 sq ft","Located just a stone's throw from 78704, this home features three bedrooms and three full baths, including a spacious master bedroom with a garden tub and separate shower. The kitchen and master bath ",30.4274587,-97.7286552,https://www.redfin.com/TX/Austin/12522-Enchanted-Forest-Dr-78727/home/31171933,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,12522 Enchanted Forest Dr, Austin,TX,78727
215,"917 Keith Ln Unit C, Austin, TX 78705",$750/mo,1 bed,1 bath,500 sq ft,"Discover the perfect blend of comfort and convenience with this stunning home located in the heart of South Austin. Just a short walk from entertainment venues and eateries, and approximately ten minu",30.2911948,-97.725608,https://www.redfin.com/TX/Austin/917-Keith-Ln-78705/unit-C/home/183206340,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,917 Keith Ln Unit C, Austin,TX,78705
216,"12524 Enchanted Forest Dr, Austin, TX 78727","$3,500/mo",4 beds,3.5 baths,"3,219 sq ft","Located minutes away from 183, 45, Parmer, MoPac, 360, major employers, restaurants, shopping, hospitals, and more. Light and bright floor plan with large windows that let in plenty of natural light. ",30.427525,-97.7287909,https://www.redfin.com/TX/Austin/12524-Enchanted-Forest-Dr-78727/home/31171934,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,12524 Enchanted Forest Dr, Austin,TX,78727
217,"14309 Lake Victor Dr, Pflugerville, TX 78660","$2,195/mo",3 beds,2 baths,"1,729 sq ft","Two story stunner in Austin!  This 3 bed 2.5 bath greets you with beautiful wood floors, natural light throughout, custom shutters throughout, new LED lighting with dimmers in all bathrooms, stainless",30.4292061,-97.6621775,https://www.redfin.com/TX/Pflugerville/14309-Lake-Victor-Dr-78660/home/31172010,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,14309 Lake Victor Dr, Pflugerville,TX,78660
218,"9001 Spicebrush Dr, Austin, TX 78759","$3,900/mo",4 beds,2.5 baths,"3,075 sq ft","Come see this charming two-story home, located in the heart of the 78704! This property features a spacious eat in kitchen open to the living room with tons of natural lighting brightening up the spac",30.3952805,-97.7722129,https://www.redfin.com/TX/Austin/9001-Spicebrush-Dr-78759/home/31313337,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,9001 Spicebrush Dr, Austin,TX,78759
219,"10305 Leaning Willow Dr, Austin, TX 78758","$2,695/mo",4 beds,3 baths,"1,923 sq ft","This charming 2 bedroom, 2 bathroom house is in a peaceful neighborhood, offering both comfort and convenience. Step inside to discover a spacious living area filled with natural light. The open floor",30.3804317,-97.7072199,https://www.redfin.com/TX/Austin/10305-Leaning-Willow-Dr-78758/home/31521976,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,10305 Leaning Willow Dr, Austin,TX,78758
220,"916 Watson Way, Pflugerville, TX 78660",$900/mo,1 bed,1 bath,"1,605 sq ft","For interested prospects, please provide a mobile number so we can easily get back to you with answers on your inquiry.",30.4298087,-97.661466,https://www.redfin.com/TX/Pflugerville/916-Watson-Way-78660/home/31172147,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,916 Watson Way, Pflugerville,TX,78660
221,"1809 Crown Dr, Austin, TX 78745","$3,295/mo",3 beds,3 baths,"1,984 sq ft","Wonderful 5-bedroom and 3.5 Bathroom Master on main level. Elegant formal dining room and dedicated study off the foyer. Kitchen offers Black Galaxy Granite counters, stainless appliances and opens to",30.2255634,-97.7890307,https://www.redfin.com/TX/Austin/1809-Crown-Dr-78745/home/31177726,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,1809 Crown Dr, Austin,TX,78745
222,"1104 Blair Way, Austin, TX 78704","$3,450/mo",2 beds,2.5 baths,"1,584 sq ft","Introducing your dream oasis nestled in the vibrant heart of Austin, TX! Step into luxury with this captivating 4-bedroom, 2.5-bathroom haven that redefines comfort and style. Host unforgettable gathe",30.236682,-97.7722552,https://www.redfin.com/TX/Austin/1104-Blair-Way-78704/home/31177857,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,1104 Blair Way, Austin,TX,78704
223,"9730 Moorberry St, Austin, TX 78729","$1,845/mo",3 beds,2 baths,"1,631 sq ft","This well maintained, home located in the Bridges at Bear Creek with upgrades galore. The home's large spacious floorplan flows seamlessly downstairs with the master located on a secluded side of the ",30.4606203,-97.7848255,https://www.redfin.com/TX/Austin/9730-Moorberry-St-78729/home/32745356,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,9730 Moorberry St, Austin,TX,78729
224,"3003 Corbin Ln, Austin, TX 78704","$4,150/mo",3 beds,2.5 baths,"1,722 sq ft","Cozy Urban Retreat in Prime Austin Location!  Welcome to 1714 Canterbury St, Austin, TX 78702 - a charming home ready to lease for 6 to 24 months. Ideally situated in a vibrant neighborhood, this upda",30.2380645,-97.7723065,https://www.redfin.com/TX/Austin/3003-Corbin-Ln-78704/home/31177868,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,3003 Corbin Ln, Austin,TX,78704
225,"3001 Corbin Ln, Austin, TX 78704","$4,250/mo",3 beds,3 baths,"1,557 sq ft","Charming one story home in Morningside Subdivision in South Austin. This 3BR, 2BA home is well maintained.Screened in porch at back yard, great for entertaining. Granite counters in kitchen with stain",30.2381538,-97.7723538,https://www.redfin.com/TX/Austin/3001-Corbin-Ln-78704/home/31177873,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,3001 Corbin Ln, Austin,TX,78704
226,"1332 Central Park Ct, Austin, TX 78745","$2,800/mo",3 beds,2 baths,"1,494 sq ft","***MOVE IN READY***Wonderful three-bedroom, two-bathroom home for rent in South Austin, TX. The home is located in a quiet neighborhood and features a spacious living area, a fully equipped kitchen, a",30.2126383,-97.7901116,https://www.redfin.com/TX/Austin/1332-Central-Park-Ct-78745/home/31178176,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1332 Central Park Ct, Austin,TX,78745
227,"7301 West Gate Blvd, Austin, TX 78745","$1,995/mo",3 beds,2 baths,"1,600 sq ft","SOLAR PANELS! This neighborhood along the Colorado River is one of Austin's best kept secrets. If you like hiking/biking/dog-walking in nature, this home is perfect for you! The modern house has high ",30.2031885,-97.8173428,https://www.redfin.com/TX/Austin/7301-West-Gate-Blvd-78745/home/31740157,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,7301 West Gate Blvd, Austin,TX,78745
228,"11300 Cherisse Dr, Austin, TX 78739","$3,000/mo",5 beds,3.5 baths,"2,934 sq ft","CALL/TEXT@512-796-3704 FOR COMBO CODE. BRAND NEW Beautiful 4 bed 2.5 bath home has an open plan family room and kitchen, plus a second-floor game room. This home features upgrades such as quartz count",30.1883224,-97.926325,https://www.redfin.com/TX/Austin/11300-Cherisse-Dr-78739/home/31179260,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,11300 Cherisse Dr, Austin,TX,78739
229,"6528 Antigo Ln, Austin, TX 78739","$3,350/mo",4 beds,2.5 baths,"2,854 sq ft",AVAILABLE FOR IMMEDIATE MOVE IN**RECENTLY UPGRADED stunning two-story house with 4beds 2.5 full baths for rent in Pflugerville! All bedrooms upstairs. Fresh paint! Brand new luxury hard flooring throu,30.1814511,-97.9027792,https://www.redfin.com/TX/Austin/6528-Antigo-Ln-78739/home/31180938,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,6528 Antigo Ln, Austin,TX,78739
230,"2428 Turtle Mountain Bnd, Austin, TX 78748","$2,950/mo",4 beds,3 baths,"3,308 sq ft",Welcome to 13308 Lismore Ln!  Available for immediate move in. Stunning two-story house with 3beds 2.5 full baths for rent in Pflugerville!,30.1426983,-97.8525391,https://www.redfin.com/TX/Austin/2428-Turtle-Mountain-Bnd-78748/home/31182386,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,2428 Turtle Mountain Bnd, Austin,TX,78748
231,"1714 Canterbury St Unit B, Austin, TX 78702","$2,300/mo",1 bed,1 bath,619 sq ft,New carpet was installed at the end of 2022. One of the rare floor plans with a guest bedroom and a full bath downstairs. Loft upstairs. Lots of natural light flows through this 2 story beautifully ac,30.2557868,-97.7262457,https://www.redfin.com/TX/Austin/1714-Canterbury-St-78702/unit-B/home/191868616,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.0_1.jpg,1714 Canterbury St Unit B, Austin,TX,78702
232,"11744 Channing Dr, Austin, TX 78748","$2,225/mo",3 beds,2 baths,"1,759 sq ft",2 car garage sized studio house between 10th & 11th Street. Super close to Huston-Tillotson College. B unit is it's own house behind A unit. Beautiful wood floors installed a couple years ago. Heated/,30.1480904,-97.8316927,https://www.redfin.com/TX/Austin/11744-Channing-Dr-78748/home/31182429,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.1_1.jpg,11744 Channing Dr, Austin,TX,78748
233,"108 Karen Hill Pl, Manchaca, TX 78652","$1,950/mo",3 beds,2 baths,"1,201 sq ft",SOLAR PANELS! This SUPER CUTE 3-bed 2-bath home features solar panels that reduce energy costs on your electric bills by roughly $80 per month averaged over the year. This house also has an EXTRA ROOM,30.1410394,-97.8076833,https://www.redfin.com/TX/Manchaca/108-Karen-Hill-Pl-78652/home/31183779,https://ssl.cdn-redfin.com/photo/rent/cb64ee6a-f311-46da-bdd3-9cc2e5bb466f/islphoto/genIsl.35_1.jpg,108 Karen Hill Pl, Manchaca,TX,78652
234,"6820 Bay City Bnd, Austin, TX 78725","$2,800/mo",3 beds,2 baths,"1,747 sq ft","Beautiful and charming one-story home in a quiet & desirable Thaxton Place community. Open Kitchen, Living, and Dining floorplan that features a spacious living. Overlooking the living room, the kitch",30.261307,-97.6664084,https://www.redfin.com/TX/Austin/6820-Bay-City-Bnd-78725/home/31187110,https://ssl.cdn-redfin.com/photo/rent/e8d89a76-6741-41ff-9408-54775e3b0736/islphoto/genIsl.0_1.jpg,6820 Bay City Bnd, Austin,TX,78725
235,"11817 Eragon Dr, Austin, TX 78754","$2,400/mo",4 beds,2.5 baths,"2,456 sq ft","Great Location available in South Austin! Available for an immediate move in. Onion Creek Park located across from this subdivision. Apply fast & easy online! Pet friendly, no aggressive breeds/ no pu",30.3535096,-97.6085341,https://www.redfin.com/TX/Austin/11817-Eragon-Dr-78754/home/147341189,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.0_1.jpg,11817 Eragon Dr, Austin,TX,78754
236,"3413 Bach Dr, Pflugerville, TX 78660","$2,195/mo",4 beds,2.5 baths,"1,659 sq ft",Large house with 4 beds and master bed down. Recently installed new laminate floors. Recently painted all walls. Upgraded granite counter top. Large yard with privacy fence.,30.3889769,-97.6191805,https://www.redfin.com/TX/Pflugerville/3413-Bach-Dr-78660/home/31189900,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.1_1.jpg,3413 Bach Dr, Pflugerville,TX,78660
237,"13308 Lismore Ln, Pflugerville, TX 78660","$2,150/mo",3 beds,2.5 baths,"1,856 sq ft","Lovely, well-maintained two-story house that lives like a townhouse or a lock and leave, but with all the privacy and benefits of a single family home! This property boasts an open floor plan downstai",30.3903807,-97.6171689,https://www.redfin.com/TX/Pflugerville/13308-Lismore-Ln-78660/home/31189950,https://ssl.cdn-redfin.com/photo/rent/874ceeeb-acd1-4531-a4a1-4aa932e8a2c4/islphoto/genIsl.39_1.jpg,13308 Lismore Ln, Pflugerville,TX,78660
238,"3504 Perth Pass, Pflugerville, TX 78660","$2,295/mo",4 beds,3 baths,"2,088 sq ft",SHOWING: Well-cared for open plan home w/vaulted ceilings in living/dining kitchen area means this home is light and bright. Granite counter tops. Master on main level w/tub & sep shower. Upstairs the,30.3918541,-97.6171509,https://www.redfin.com/TX/Pflugerville/3504-Perth-Pass-78660/home/31190005,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.0_1.jpg,3504 Perth Pass, Pflugerville,TX,78660
239,"1907 College Row Unit B, Austin, TX 78702","$1,325/mo",1 bed,1 bath,405 sq ft,"Nice, 1-story in South Austin. Open floorplan, island kitchen, nice master bedroom with separate tub/shower. Bonus/flex room can be a second living or office. Fenced backyard. Close to schools, shoppi",30.265338,-97.7202265,https://www.redfin.com/TX/Austin/1907-College-Row-78702/unit-B/home/191283691,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.1_1.jpg,1907 College Row Unit B, Austin,TX,78702
240,"13408 Lismore Ln, Pflugerville, TX 78660","$1,995/mo",3 beds,2 baths,"1,452 sq ft","Come and see this quaint and cozy Pflugerville bungalow, featuring 3 bedrooms, 2 bath, an open floor plan, covered patio and private backyard! Recently renovated with luxury modern finishes including ",30.3910113,-97.6168036,https://www.redfin.com/TX/Pflugerville/13408-Lismore-Ln-78660/home/31190029,https://ssl.cdn-redfin.com/photo/rent/09a91eb4-745d-4967-802f-d12d4dc9afb2/islphoto/genIsl.25_1.jpg,13408 Lismore Ln, Pflugerville,TX,78660
241,"7821 Duber Ln, Austin, TX 78747","$2,050/mo",3 beds,2 baths,"1,426 sq ft",Ready for immediate move-in! Beautiful 2 story home with plenty of space for everyone.  Open concept living space downstairs that opens up to dining & kitchen. Mud room off of garage and with a half-b,30.1590499,-97.7499938,https://www.redfin.com/TX/Austin/7821-Duber-Ln-78747/home/31192985,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.0_2.jpg,7821 Duber Ln, Austin,TX,78747
242,"8005 Tee Dr, Austin, TX 78747","$1,895/mo",3 beds,2 baths,"1,058 sq ft","This beautifully updated home in South Austin features four spacious bedrooms and three modern bathrooms. Ready for immediate lease, this vacant property is perfect for your clients looking to move in",30.1578337,-97.7490336,https://www.redfin.com/TX/Austin/8005-Tee-Dr-78747/home/31193062,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.1_2.jpg,8005 Tee Dr, Austin,TX,78747
243,"6712 Kilt Ct, Austin, TX 78754","$2,200/mo",4 beds,2.5 baths,"2,820 sq ft","This stunning 2500 square foot corner lot home was designed by a master builder for his own use. Originally a 1930s 2 bedroom cottage, it was enlarged to be a 4 bedroom. Fully furnished, all utilities",30.3494054,-97.6131447,https://www.redfin.com/TX/Austin/6712-Kilt-Ct-78754/home/31490084,https://ssl.cdn-redfin.com/photo/rent/a0afbfdf-1eba-4512-81a9-74d4d862f719/islphoto/genIsl.27_2.jpg,6712 Kilt Ct, Austin,TX,78754
